time|level|timeoffset|message|location
030121_215609.026|INFO|2135.544000| OpenIGTLink broadcasting started. No data was available between 0-2105.65sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_215630.696|INFO|2157.213000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614653790.191429).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
030121_215630.901|INFO|2157.419000| Client disconnected (127.0.0.1:18944). Number of connected clients: 0| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1143)
030121_215748.611|INFO|2235.128000| Received new client connection (client 4 at 127.0.0.1:18944). Number of connected clients: 1| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(276)
030121_215748.812|INFO|2235.329000| OpenIGTLink broadcasting started. No data was available between 0-2205.57sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_215833.763|INFO|2280.280000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614653913.260200).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
030121_215833.970|INFO|2280.488000| Client disconnected (127.0.0.1:18944). Number of connected clients: 0| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1143)
030121_215847.456|INFO|2293.973000| Received new client connection (client 5 at 127.0.0.1:18944). Number of connected clients: 1| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(276)
030121_215847.598|INFO|2294.116000| OpenIGTLink broadcasting started. No data was available between 0-2264.22sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_215919.440|INFO|2325.958000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614653958.939043).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
030121_215919.648|INFO|2326.165000| Client disconnected (127.0.0.1:18944). Number of connected clients: 0| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1143)
030121_220041.192|INFO|2407.709000| Received new client connection (client 6 at 127.0.0.1:18944). Number of connected clients: 1| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(276)
030121_220041.368|INFO|2407.886000| OpenIGTLink broadcasting started. No data was available between 0-2378.12sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_220103.569|INFO|2430.086000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614654063.068100).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
030121_220103.776|INFO|2430.294000| Client disconnected (127.0.0.1:18944). Number of connected clients: 0| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1143)
030121_220254.815|INFO|2541.333000| Received new client connection (client 7 at 127.0.0.1:18944). Number of connected clients: 1| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(276)
030121_220254.940|INFO|2541.457000| OpenIGTLink broadcasting started. No data was available between 0-2511.56sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_220340.539|INFO|2587.057000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614654220.038714).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
030121_220340.749|INFO|2587.266000| Client disconnected (127.0.0.1:18944). Number of connected clients: 0| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1143)
030121_221825.752|INFO|3472.269000| Received new client connection (client 8 at 127.0.0.1:18944). Number of connected clients: 1| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(276)
030121_221825.838|INFO|3472.356000| OpenIGTLink broadcasting started. No data was available between 0-3442.6sec, therefore no data were broadcasted during this time period.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(427)
030121_222004.444|INFO|3570.961000| Client disconnected - could not send TRANSFORM message to client (device name: StylusToBase  Timestamp: 1614655203.940971).| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1038)
030121_222004.651|INFO|3571.169000| Client disconnected (127.0.0.1:18944). Number of connected clients: 0| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(1143)
030121_222027.986|INFO|3594.504000| Plus OpenIGTLink server stopped.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\vtkPlusOpenIGTLinkServer.cxx(230)
030121_222027.986|INFO|3594.504000| Shutdown successful.| in C:\Project\PlusB-bin\PlusLib\src\PlusServer\Tools\PlusServer.cxx(180)
